,host_name,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_identity_verified,neighbourhood_cleansed,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
3889,Keri,within an hour,100%,100%,t,1.0,1.0,"['email', 'phone']",t,Bernal Heights,Entire home/apt,2,1.0,1.0,4.0,$98.00,2,29,2.0,2.0,29.0,29.0,2.0,29.0,t,0,4,4,70,169,34,4,70,34,255,24990.0,4.96,4.93,4.92,4.99,4.99,4.85,4.83,f,1,1,0,0,3.09
3890,Nick,within an hour,100%,100%,t,1.0,1.0,['phone'],t,Mission,Entire home/apt,5,1.0,3.0,3.0,$254.00,3,365,1.0,3.0,365.0,365.0,2.8,365.0,t,11,24,36,173,29,24,1,173,21,255,64770.0,4.93,4.86,4.93,4.97,4.97,4.93,4.86,f,1,1,0,0,1.61
3891,Robert,within an hour,100%,100%,t,6.0,6.0,"['email', 'phone', 'work_email']",t,Mission,Entire home/apt,6,1.5,3.0,3.0,$295.00,30,90,30.0,30.0,90.0,90.0,30.0,90.0,t,28,58,88,181,9,0,0,181,0,0,0.0,4.89,5.0,4.89,4.89,5.0,5.0,4.56,f,6,4,2,0,0.18
3892,Robert,within an hour,100%,100%,t,6.0,6.0,"['email', 'phone', 'work_email']",t,Mission,Entire home/apt,4,1.0,1.0,2.0,$234.00,1,7,1.0,1.0,7.0,7.0,1.0,7.0,t,5,18,38,121,561,89,7,121,88,255,59670.0,4.92,4.88,4.93,4.96,4.96,4.97,4.72,f,6,4,2,0,7.03
3893,Robert,within an hour,100%,100%,t,6.0,6.0,"['email', 'phone', 'work_email']",t,Mission,Entire home/apt,6,1.5,3.0,4.0,$342.00,1,45,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,3,9,30,90,182,114,6,90,115,255,87210.0,4.95,4.93,4.91,4.89,4.96,4.99,4.87,f,6,4,2,0,1.63
3894,Robert,within an hour,100%,100%,t,6.0,6.0,"['email', 'phone', 'work_email']",t,Mission,Entire home/apt,4,1.0,1.0,2.0,$272.00,1,7,1.0,1.0,7.0,7.0,1.0,7.0,t,8,24,46,135,408,104,4,135,106,255,69360.0,4.96,4.96,4.94,4.97,4.96,4.98,4.8,f,6,4,2,0,7.2
3895,Robert,within an hour,100%,100%,t,6.0,6.0,"['email', 'phone', 'work_email']",t,Mission,Private room,2,1.0,1.0,1.0,$93.00,3,60,3.0,3.0,60.0,60.0,3.0,60.0,t,9,39,69,336,10,10,1,277,7,110,10230.0,4.8,4.9,5.0,4.7,4.9,5.0,4.8,f,6,4,2,0,1.94
3896,Robert,within an hour,100%,100%,t,6.0,6.0,"['email', 'phone', 'work_email']",t,Mission,Private room,2,1.0,1.0,1.0,$104.00,3,60,3.0,3.0,60.0,60.0,3.0,60.0,t,17,47,77,247,19,19,4,247,9,209,21736.0,4.79,4.68,5.0,4.79,4.95,4.95,4.68,f,6,4,2,0,2.24
3897,Rae,within an hour,100%,96%,f,1.0,1.0,"['email', 'phone', 'work_email']",t,Parkside,Entire home/apt,3,1.0,2.0,2.0,$135.00,1,365,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,14,34,64,153,91,14,0,153,14,154,20790.0,4.79,4.85,4.88,4.91,4.91,4.82,4.77,f,1,1,0,0,2.53
3898,Adrian,within an hour,100%,100%,f,1.0,12.0,['phone'],t,Bernal Heights,Entire home/apt,6,3.0,3.0,3.0,$241.00,3,90,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,13,40,70,154,28,9,0,154,8,99,23859.0,4.82,4.82,4.82,4.89,4.86,5.0,4.79,t,1,1,0,0,1.08
3899,Pamela,within an hour,100%,97%,t,1.0,2.0,"['email', 'phone']",t,Outer Mission,Entire home/apt,2,1.0,0.0,1.0,$113.00,4,29,4.0,4.0,29.0,29.0,4.0,29.0,t,5,13,43,132,110,26,2,132,26,255,28815.0,4.92,4.95,4.94,5.0,4.97,4.83,4.82,f,1,1,0,0,1.64
3900,Traci,within an hour,100%,100%,t,1.0,3.0,"['email', 'phone']",t,Noe Valley,Entire home/apt,2,1.0,0.0,1.0,$68.00,30,90,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,0,15,45,134,47,4,1,134,4,240,16320.0,4.94,4.87,4.94,4.98,5.0,5.0,4.7,f,1,1,0,0,0.85
3901,Margaret,within a few hours,100%,100%,t,1.0,1.0,"['email', 'phone']",t,Haight Ashbury,Entire home/apt,2,1.0,1.0,1.0,$208.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,3,4,19,268,53,4,1,208,3,240,49920.0,4.96,4.92,4.92,4.96,4.96,4.94,4.87,f,1,1,0,0,0.41
3902,Hiromi,within a few hours,100%,100%,t,1.0,1.0,['phone'],t,Mission,Entire home/apt,2,1.0,1.0,1.0,$140.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,2,12,42,252,12,4,0,193,5,240,33600.0,5.0,5.0,4.92,5.0,5.0,4.92,4.83,f,1,1,0,0,0.34
3903,Christine Anne,within an hour,100%,95%,t,3.0,3.0,"['email', 'phone']",t,Mission,Private room,2,1.0,1.0,1.0,$220.00,5,30,5.0,5.0,30.0,30.0,5.0,30.0,t,29,59,89,359,96,13,1,299,11,143,31460.0,4.99,4.99,5.0,5.0,4.99,4.99,4.92,f,3,0,3,0,0.83
3904,Christine Anne,within an hour,100%,95%,t,3.0,3.0,"['email', 'phone']",t,Noe Valley,Private room,2,1.0,1.0,1.0,$250.00,5,30,5.0,5.0,30.0,30.0,5.0,30.0,t,29,59,89,364,11,4,0,304,4,44,11000.0,4.91,5.0,4.91,5.0,5.0,5.0,4.82,f,3,0,3,0,0.15
3905,Christine Anne,within an hour,100%,95%,t,3.0,3.0,"['email', 'phone']",t,Noe Valley,Private room,2,1.0,1.0,1.0,$200.00,5,30,5.0,5.0,30.0,30.0,5.0,30.0,t,29,59,89,364,67,9,1,304,6,99,19800.0,4.97,4.99,5.0,5.0,4.99,4.94,4.91,f,3,0,3,0,0.58
3906,Amol,within a few hours,100%,100%,f,1.0,1.0,"['email', 'phone']",t,South of Market,Entire home/apt,4,2.0,1.0,2.0,$323.00,3,180,3.0,30.0,180.0,180.0,6.8,180.0,t,14,44,68,157,20,3,0,157,4,33,10659.0,4.9,4.95,4.85,4.95,4.95,4.65,4.7,f,1,1,0,0,0.85
3907,Sally,within an hour,100%,100%,f,1.0,3.0,"['email', 'phone', 'work_email']",t,Bayview,Entire home/apt,4,1.0,1.0,2.0,$127.00,29,30,29.0,29.0,1125.0,1125.0,29.0,1125.0,t,0,0,0,79,5,0,0,79,0,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.23
3908,Nadeem,within a few hours,100%,33%,f,3.0,3.0,['phone'],t,South of Market,Private room,1,1.0,1.0,1.0,$95.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,30,60,90,179,1,0,0,179,0,0,0.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,f,2,0,2,0,0.06
3909,Nadeem,within a few hours,100%,33%,f,3.0,3.0,['phone'],t,South of Market,Private room,1,1.0,1.0,1.0,$95.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,30,60,90,364,0,0,0,305,0,0,0.0,,,,,,,,f,2,0,2,0,
3910,Leo,within a day,80%,83%,f,1.0,3.0,"['email', 'phone']",t,Excelsior,Entire home/apt,2,1.0,1.0,1.0,$138.00,1,7,1.0,1.0,7.0,7.0,1.0,7.0,t,0,0,0,273,10,10,0,214,8,110,15180.0,4.9,4.8,5.0,4.9,4.9,4.9,4.8,f,1,1,0,0,1.95
3911,David,within an hour,100%,100%,t,2.0,3.0,"['email', 'phone']",t,Castro/Upper Market,Private room,1,2.0,1.0,1.0,$120.00,3,28,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,17,47,77,351,168,15,0,292,16,165,19800.0,4.89,4.9,4.81,4.95,4.96,4.97,4.75,f,2,0,2,0,1.19
3912,David,within an hour,100%,100%,t,2.0,3.0,"['email', 'phone']",t,Castro/Upper Market,Private room,1,2.0,1.0,1.0,$100.00,3,29,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,19,49,79,353,80,6,0,294,5,66,6600.0,4.89,4.98,4.91,4.98,4.94,4.99,4.81,f,2,0,2,0,0.79
3913,Jun,within an hour,100%,100%,t,2.0,3.0,"['email', 'phone']",t,Outer Sunset,Entire home/apt,6,1.5,3.0,5.0,$264.00,1,28,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,18,48,77,77,18,18,3,77,10,198,52272.0,5.0,5.0,5.0,5.0,5.0,5.0,4.94,t,1,1,0,0,3.62
3914,Andy,within an hour,100%,100%,,2.0,7.0,"['email', 'phone']",t,Outer Richmond,Entire home/apt,4,1.0,2.0,2.0,$176.00,1,28,1.0,1.0,28.0,28.0,1.0,28.0,t,7,34,43,306,0,0,0,247,0,0,0.0,,,,,,,,t,1,1,0,0,
3915,Dave,within an hour,100%,100%,t,1.0,1.0,"['email', 'phone']",t,Potrero Hill,Entire home/apt,4,1.0,2.0,2.0,$375.00,3,10,3.0,3.0,10.0,10.0,3.0,10.0,t,9,39,59,59,121,14,2,59,11,154,57750.0,4.91,4.92,4.85,4.96,4.98,4.86,4.75,f,1,1,0,0,0.96
3916,David,within an hour,100%,46%,t,6.0,8.0,"['email', 'phone']",t,Castro/Upper Market,Entire home/apt,4,1.5,3.0,3.0,$380.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,29,59,89,363,1,1,0,304,1,60,22800.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,2,2,0,0,0.4
3917,David,within an hour,100%,46%,t,6.0,8.0,"['email', 'phone']",t,Castro/Upper Market,Entire home/apt,5,1.5,3.0,3.0,$360.00,30,180,30.0,30.0,180.0,180.0,30.0,180.0,t,0,0,0,244,1,1,0,184,1,60,21600.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,f,2,2,0,0,0.33
3918,Morgan Bailey,within a few hours,100%,100%,f,1.0,1.0,"['email', 'phone']",t,Western Addition,Entire home/apt,2,1.0,1.0,1.0,$140.00,4,365,4.0,4.0,365.0,365.0,4.0,365.0,t,28,58,87,87,0,0,0,87,0,0,0.0,,,,,,,,f,1,1,0,0,
3919,Carmin,within an hour,100%,73%,f,1.0,1.0,"['email', 'phone']",t,South of Market,Private room,2,1.0,1.0,1.0,$119.00,3,365,1.0,3.0,365.0,365.0,3.0,365.0,t,25,43,43,43,1,1,1,43,0,11,1309.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,f,1,0,1,0,1.0
3920,Tess,,,,f,1.0,1.0,"['email', 'phone', 'work_email']",t,Western Addition,Entire home/apt,4,,2.0,,,30,89,30.0,30.0,89.0,89.0,30.0,89.0,,0,0,0,0,4,0,0,0,0,0,,5.0,5.0,5.0,5.0,5.0,5.0,4.75,f,1,1,0,0,0.04
3921,Natanya,within a few hours,100%,67%,t,1.0,1.0,"['email', 'phone']",f,Nob Hill,Entire home/apt,5,1.5,2.0,3.0,$150.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,28,57,87,361,13,2,0,302,1,120,18000.0,4.69,4.69,4.46,4.62,4.69,4.54,4.54,f,1,1,0,0,0.17
3922,Maria,within an hour,100%,97%,t,4.0,4.0,"['email', 'phone']",t,South of Market,Private room,2,1.5,1.0,1.0,$90.00,1,14,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,23,48,74,345,418,31,0,285,29,255,22950.0,4.89,4.94,4.91,4.94,4.92,4.68,4.75,f,4,0,4,0,4.36
3923,Maria,within an hour,100%,97%,t,4.0,4.0,"['email', 'phone']",t,South of Market,Private room,2,1.0,1.0,1.0,$93.00,1,14,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,24,51,77,351,353,17,0,291,17,187,17391.0,4.93,4.96,4.93,4.96,4.94,4.74,4.79,f,4,0,4,0,3.68
3924,Maria,within an hour,100%,97%,t,4.0,4.0,"['email', 'phone']",t,South of Market,Private room,2,1.0,1.0,1.0,$95.00,1,14,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,16,46,76,351,333,18,1,291,14,198,18810.0,4.9,4.97,4.94,4.94,4.92,4.72,4.76,f,4,0,4,0,3.48
3925,Maria,within an hour,100%,97%,t,4.0,4.0,"['email', 'phone']",t,South of Market,Private room,2,1.5,1.0,1.0,$80.00,1,14,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,21,33,49,301,389,37,1,241,38,255,20400.0,4.87,4.93,4.93,4.91,4.92,4.71,4.76,f,4,0,4,0,4.05
3926,Kemal,,,100%,f,1.0,5.0,"['email', 'phone']",t,Western Addition,Entire home/apt,2,1.0,1.0,1.0,$520.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,30,60,90,364,0,0,0,305,0,0,0.0,,,,,,,,f,1,1,0,0,
3927,Amanda,within a few hours,100%,92%,t,1.0,3.0,"['email', 'phone', 'work_email']",t,South of Market,Entire home/apt,2,1.0,1.0,1.0,$119.00,30,110,30.0,30.0,110.0,110.0,30.0,110.0,t,4,4,10,284,20,7,0,225,6,255,30345.0,4.95,4.95,4.85,5.0,5.0,4.2,4.7,f,1,1,0,0,0.49
3928,Jennifer,within a few hours,100%,,f,2.0,5.0,"['email', 'phone']",t,Marina,Entire home/apt,5,2.0,3.0,3.0,$345.00,30,730,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,30,60,90,365,42,0,0,305,0,0,0.0,4.88,4.9,4.88,4.83,4.88,5.0,4.76,f,2,2,0,0,0.3
3929,Jennifer,within a few hours,100%,,f,2.0,5.0,"['email', 'phone']",t,Marina,Entire home/apt,5,2.0,3.0,3.0,$385.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,0,24,54,294,1,0,0,234,0,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,2,2,0,0,0.03
3930,Drew,within an hour,98%,68%,t,101.0,105.0,"['email', 'phone']",t,Downtown/Civic Center,Entire home/apt,4,1.0,0.0,2.0,$219.00,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,6,6,6,6,26,10,1,6,12,110,24090.0,4.92,4.81,5.0,5.0,4.88,4.81,4.88,f,2,2,0,0,0.49
3931,Drew,within an hour,98%,68%,t,101.0,105.0,"['email', 'phone']",t,Downtown/Civic Center,Entire home/apt,4,1.0,0.0,2.0,$204.00,2,14,2.0,2.0,14.0,14.0,2.0,14.0,t,6,6,6,6,18,3,0,6,6,33,6732.0,4.89,4.83,5.0,4.94,5.0,4.89,4.94,f,2,2,0,0,0.68
3932,Nikolaus,a few days or more,20%,0%,f,1.0,2.0,"['email', 'phone']",t,Marina,Entire home/apt,3,1.0,1.0,1.0,$120.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,0,0,0,273,0,0,0,214,0,0,0.0,,,,,,,,t,1,1,0,0,
3933,Christopher,a few days or more,0%,0%,f,1.0,2.0,"['email', 'phone']",t,Western Addition,Entire home/apt,6,2.0,3.0,0.0,$343.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,30,60,90,269,1,0,0,269,0,0,0.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,f,1,1,0,0,0.05
3934,Nataly,within an hour,100%,100%,t,1.0,1.0,"['email', 'phone']",t,Mission,Entire home/apt,8,3.0,3.0,4.0,$299.00,1,180,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,10,24,40,88,25,25,3,88,18,255,76245.0,5.0,4.92,5.0,4.92,4.88,4.84,4.84,t,1,1,0,0,3.81
3935,Hotel Nikko,within an hour,100%,100%,f,3.0,3.0,"['email', 'phone']",t,Downtown/Civic Center,Private room,2,1.0,1.0,,$275.00,1,365,1.0,3.0,28.0,731.0,1.0,525.2,t,28,58,88,111,0,0,0,111,0,0,0.0,,,,,,,,t,3,0,3,0,
3936,Hotel Nikko,within an hour,100%,100%,f,3.0,3.0,"['email', 'phone']",t,Downtown/Civic Center,Private room,4,1.0,1.0,,,1,365,1.0,1.0,28.0,731.0,1.0,535.1,t,27,54,84,108,1,1,0,108,1,11,,4.0,5.0,5.0,5.0,5.0,5.0,5.0,t,3,0,3,0,0.11
3937,Hotel Nikko,within an hour,100%,100%,f,3.0,3.0,"['email', 'phone']",t,Downtown/Civic Center,Private room,2,1.0,1.0,,,1,365,1.0,3.0,28.0,731.0,1.0,530.1,t,25,55,85,108,1,1,0,108,1,11,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,3,0,3,0,0.12
3938,Bowen,within an hour,100%,100%,t,1.0,1.0,"['email', 'phone', 'work_email']",t,Parkside,Entire home/apt,6,2.0,3.0,3.0,$280.00,1,20,1.0,1.0,20.0,20.0,1.0,20.0,t,24,46,70,155,208,32,1,155,32,255,71400.0,4.91,4.87,4.98,4.98,4.96,4.82,4.76,f,1,1,0,0,3.33
3939,Elnaz,within an hour,100%,99%,t,1.0,1.0,"['email', 'phone', 'work_email']",t,Bayview,Entire home/apt,4,2.0,1.0,3.0,$118.00,1,27,1.0,2.0,27.0,27.0,1.3,27.0,t,11,16,31,49,107,38,2,49,35,255,30090.0,4.84,4.88,4.87,4.96,4.96,4.52,4.74,f,1,1,0,0,3.16
3940,Amina,within a day,100%,30%,f,2.0,3.0,"['email', 'phone']",t,Outer Sunset,Entire home/apt,6,3.0,4.0,4.0,$450.00,3,365,3.0,3.0,365.0,365.0,3.0,365.0,t,0,3,6,101,11,5,0,42,6,55,24750.0,5.0,5.0,5.0,4.91,4.91,5.0,5.0,f,2,2,0,0,0.44
3941,Amina,within a day,100%,30%,f,2.0,3.0,"['email', 'phone']",t,Outer Sunset,Entire home/apt,4,2.0,3.0,3.0,$400.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,t,0,15,15,80,1,0,0,21,0,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,2,2,0,0,0.05
3942,Roberto,within an hour,100%,100%,t,3.0,3.0,"['email', 'phone']",t,Castro/Upper Market,Entire home/apt,2,1.0,0.0,1.0,$165.00,3,730,2.0,3.0,730.0,730.0,3.0,730.0,t,10,26,35,107,272,49,3,107,50,255,42075.0,4.98,4.97,4.97,5.0,4.99,4.99,4.89,f,3,3,0,0,3.39
3943,Roberto,within an hour,100%,100%,t,3.0,3.0,"['email', 'phone']",t,Castro/Upper Market,Entire home/apt,2,1.5,1.0,1.0,$191.00,3,730,3.0,3.0,730.0,730.0,3.0,730.0,t,1,19,42,127,257,28,2,127,29,255,48705.0,4.97,4.97,4.94,4.98,4.96,4.95,4.84,f,3,3,0,0,2.65
3944,Roberto,within an hour,100%,100%,t,3.0,3.0,"['email', 'phone']",t,Castro/Upper Market,Entire home/apt,2,1.0,1.0,2.0,$170.00,3,29,3.0,3.0,29.0,29.0,3.0,29.0,t,1,10,29,112,255,35,1,112,37,255,43350.0,4.98,4.96,4.97,4.97,4.98,4.97,4.83,f,3,3,0,0,2.99
3945,Kenneth,within an hour,100%,100%,t,1.0,1.0,"['email', 'phone']",t,Castro/Upper Market,Entire home/apt,2,1.0,1.0,1.0,$175.00,2,28,1.0,2.0,1125.0,1125.0,1.4,1125.0,t,8,23,28,183,632,65,6,183,62,255,44625.0,4.94,4.97,4.98,4.99,4.99,4.98,4.84,f,1,1,0,0,6.59
3946,Rimma,within a few hours,100%,53%,f,1.0,2.0,"['email', 'phone', 'work_email']",t,Nob Hill,Entire home/apt,5,1.0,3.0,3.0,$321.00,4,27,4.0,4.0,27.0,27.0,4.0,27.0,t,0,12,18,90,10,6,0,90,6,66,21186.0,4.9,4.9,4.8,5.0,4.9,5.0,4.8,f,1,1,0,0,0.32
3947,Brian,within an hour,100%,100%,f,1.0,1.0,"['email', 'phone']",t,Excelsior,Entire home/apt,4,1.0,2.0,2.0,$98.00,2,365,1.0,3.0,365.0,365.0,2.8,365.0,t,16,17,17,220,6,6,3,161,0,66,6468.0,4.83,5.0,4.83,5.0,5.0,4.67,4.83,t,1,1,0,0,5.29
3948,The Chateau Tivoli Bed Breakfa,,,,f,7.0,7.0,"['email', 'phone']",t,Western Addition,Private room,3,,1.0,,,1,365,1.0,1.0,731.0,731.0,1.0,731.0,t,0,0,0,0,0,0,0,0,0,0,,,,,,,,,t,7,0,7,0,
3949,The Chateau Tivoli Bed Breakfa,,,,f,7.0,7.0,"['email', 'phone']",t,Western Addition,Private room,2,1.0,1.0,1.0,,1,365,1.0,1.0,28.0,731.0,1.0,727.7,t,2,2,2,2,0,0,0,2,0,0,,,,,,,,,t,7,0,7,0,
3950,The Chateau Tivoli Bed Breakfa,,,,f,7.0,7.0,"['email', 'phone']",t,Western Addition,Private room,4,,2.0,,,1,365,1.0,1.0,28.0,731.0,1.0,727.7,t,2,2,2,2,0,0,0,2,0,0,,,,,,,,,t,7,0,7,0,
3951,The Chateau Tivoli Bed Breakfa,,,,f,7.0,7.0,"['email', 'phone']",t,Western Addition,Private room,2,,1.0,,,1,365,1.0,1.0,731.0,731.0,1.0,731.0,t,0,0,0,0,0,0,0,0,0,0,,,,,,,,,t,7,0,7,0,
3952,The Chateau Tivoli Bed Breakfa,,,,f,7.0,7.0,"['email', 'phone']",t,Western Addition,Private room,4,,2.0,,,1,365,1.0,1.0,28.0,731.0,1.0,729.4,t,1,1,1,1,0,0,0,1,0,0,,,,,,,,,t,7,0,7,0,
3953,The Chateau Tivoli Bed Breakfa,,,,f,7.0,7.0,"['email', 'phone']",t,Western Addition,Private room,2,1.0,1.0,1.0,,1,365,1.0,1.0,28.0,731.0,1.0,727.7,t,2,2,2,2,0,0,0,2,0,0,,,,,,,,,t,7,0,7,0,
3954,The Chateau Tivoli Bed Breakfa,,,,f,7.0,7.0,"['email', 'phone']",t,Western Addition,Private room,2,,1.0,,,1,365,1.0,1.0,731.0,731.0,1.0,731.0,t,0,0,0,0,0,0,0,0,0,0,,,,,,,,,t,7,0,7,0,
3955,Caroline,a few days or more,0%,,f,1.0,1.0,"['email', 'phone']",t,Western Addition,Entire home/apt,6,2.5,3.0,4.0,$439.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,30,60,90,179,0,0,0,179,0,0,0.0,,,,,,,,f,1,1,0,0,
3956,Sofia,within an hour,100%,99%,t,1.0,2.0,"['email', 'phone']",t,Potrero Hill,Private room,2,1.0,1.0,1.0,$193.00,1,60,1.0,30.0,1125.0,1125.0,8.7,1125.0,t,19,39,68,190,203,84,6,190,84,255,49215.0,4.99,4.99,4.97,4.96,4.95,4.95,4.86,f,1,0,1,0,5.83
3957,Hassan,within an hour,100%,,f,2.0,2.0,"['email', 'phone']",t,Western Addition,Entire home/apt,1,1.0,1.0,1.0,$120.00,30,30,30.0,30.0,30.0,30.0,30.0,30.0,t,24,54,84,359,35,0,0,299,0,0,0.0,4.94,4.94,4.91,4.88,4.91,4.94,4.73,f,2,2,0,0,0.22
3958,Hassan,within an hour,100%,,f,2.0,2.0,"['email', 'phone']",t,Downtown/Civic Center,Entire home/apt,2,1.0,1.0,1.0,$120.00,90,1125,90.0,90.0,1125.0,1125.0,90.0,1125.0,t,0,0,0,274,1,0,0,215,0,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,f,2,2,0,0,0.07
3959,Emmanuel,a few days or more,0%,0%,f,1.0,2.0,"['email', 'phone']",f,Western Addition,Entire home/apt,2,1.0,2.0,2.0,$140.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,24,54,84,102,0,0,0,102,0,0,0.0,,,,,,,,f,1,1,0,0,
3960,Victoria,within a day,100%,100%,f,2.0,2.0,"['email', 'phone']",t,Inner Sunset,Entire home/apt,6,2.5,3.0,3.0,$160.00,30,62,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,0,0,2,91,1,1,0,91,0,60,9600.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,t,1,1,0,0,0.56
3961,Thomas,within a day,100%,100%,f,1.0,1.0,"['email', 'phone']",t,Mission,Entire home/apt,3,1.0,2.0,3.0,$248.00,4,30,4.0,4.0,30.0,30.0,4.0,30.0,t,0,0,0,22,51,2,0,22,1,22,5456.0,4.84,4.9,4.86,5.0,4.88,4.9,4.71,f,1,1,0,0,0.44
3962,Jose Jay,within an hour,100%,100%,t,1.0,4.0,"['email', 'phone']",t,Excelsior,Entire home/apt,10,3.0,4.0,7.0,$378.00,1,28,3.0,5.0,28.0,28.0,4.2,28.0,t,19,42,71,71,219,29,1,71,31,255,96390.0,4.91,4.94,4.77,4.95,4.94,4.8,4.82,f,1,1,0,0,1.91
3963,Lorraine,within an hour,100%,100%,t,3.0,3.0,"['email', 'phone']",t,South of Market,Private room,2,1.0,1.0,1.0,$83.00,1,20,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,19,49,79,168,172,47,2,168,50,255,21165.0,4.96,4.98,4.99,4.98,4.99,4.65,4.85,t,3,0,3,0,4.31
3964,Lorraine,within an hour,100%,100%,t,3.0,3.0,"['email', 'phone']",t,South of Market,Private room,2,1.0,1.0,1.0,$91.00,1,20,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,14,33,54,139,189,44,2,139,47,255,23205.0,4.98,4.99,4.98,4.97,4.99,4.59,4.84,f,3,0,3,0,4.58
3965,Lorraine,within an hour,100%,100%,t,3.0,3.0,"['email', 'phone']",t,South of Market,Private room,2,1.0,1.0,1.0,$85.00,1,20,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,21,51,71,160,213,47,1,160,49,255,21675.0,4.95,4.96,5.0,4.96,4.98,4.6,4.84,f,3,0,3,0,5.17
3966,Sarah,within a day,100%,100%,f,1.0,1.0,"['email', 'phone']",t,Bayview,Entire home/apt,4,2.0,2.0,0.0,$206.00,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,3,9,9,46,50,2,0,46,5,22,4532.0,4.82,4.88,4.94,4.96,4.86,4.46,4.74,f,1,1,0,0,1.48
3967,Winnie,within an hour,100%,100%,t,2.0,3.0,"['email', 'phone']",t,Excelsior,Entire home/apt,6,2.0,3.0,3.0,$190.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,22,52,81,81,35,4,0,81,4,240,45600.0,4.86,4.91,4.77,5.0,4.97,4.51,4.83,f,2,2,0,0,0.38
3968,Winnie,within an hour,100%,100%,t,2.0,3.0,"['email', 'phone']",t,Bernal Heights,Entire home/apt,2,,1.0,,,30,365,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,30,60,90,179,13,0,0,179,0,0,,4.46,4.62,4.54,4.69,4.77,4.62,4.46,f,2,2,0,0,0.39
3969,Apoorva,within an hour,100%,96%,t,1.0,1.0,"['email', 'phone']",t,Bernal Heights,Private room,4,1.0,1.0,2.0,$81.00,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,14,33,63,278,138,27,2,278,27,255,20655.0,4.78,4.82,4.77,4.88,4.84,4.64,4.66,f,1,0,1,0,3.84
